Year,Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
2010,54,815,59,9-Jun,NYY,@,BAL,"W,4-2",CG,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.31,0.397,0.545,0.942,2,0.58,0.014,0.83,0.01%,0.02,RF
2010,55,816,60,10-Jun,NYY,@,BAL,"L,3-4",CG,5,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.305,0.393,0.537,0.93,2,1.26,-0.104,1.75,-0.09%,-0.64,RF
2010,56,817,61,11-Jun,NYY,,HOU,"W,4-3",CG,3,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.302,0.392,0.532,0.924,5,1.11,0.059,1.52,0.05%,0.64,RF
2010,57,818,62,12-Jun,NYY,,HOU,"W,9-3",CG,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0.388,0.524,0.912,2,0.45,0.024,0.62,0.02%,-0.3,RF
2010,58,819,63,13-Jun,NYY,,HOU,"W,9-5",CG,5,4,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0.299,0.389,0.519,0.907,5,0.76,0.047,0.98,0.04%,0.68,DH
2010,59,820,64,15-Jun,NYY,,PHI,"W,8-3",CG,5,5,2,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.301,0.389,0.53,0.919,5,0.37,0.088,0.5,0.07%,0.85,RF
2010,60,821,65,16-Jun,NYY,,PHI,"L,3-6",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.296,0.383,0.52,0.903,2,0.42,-0.044,0.58,-0.04%,-0.7,RF
2010,61,822,66,17-Jun,NYY,,PHI,"L,1-7",CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.292,0.381,0.513,0.894,6,1.25,-0.067,1.73,-0.06%,-0.48,RF
2010,62,823,67,18-Jun,NYY,,NYM,"L,0-4",CG,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.381,0.511,0.892,2,1.14,0.002,1.48,0.00%,-0.54,RF
2010,63,824,68,19-Jun,NYY,,NYM,"W,5-3",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.379,0.506,0.886,2,1.04,0.044,1.51,0.04%,0.33,RF
2010,64,825,69,20-Jun,NYY,,NYM,"W,4-0",CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.293,0.377,0.502,0.879,2,0.74,0.045,1.09,0.04%,0.05,RF
2010,65,826,70,21-Jun,NYY,@,ARI,"L,4-10",CG,5,4,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0.296,0.378,0.51,0.888,2,0.41,0.016,0.6,0.01%,0.7,RF
