Year,Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
1999,75,443,144,Sep 12,COL,,MIL,"L,9-12",CG,5,5,2,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0.346,0.412,0.582,0.993,2,1.18,0.274,0,0,3.37,2B
1999,76,444,145,Sep 13,COL,,NYM,"L,5-6",CG,5,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.343,0.407,0.587,0.994,2,1.41,0.026,0,0,-0.17,2B
1999,77,445,146,Sep 14,COL,,NYM,"W,7-2",CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.343,0.409,0.583,0.992,3,0.53,-0.003,0,0,-0.68,RF
1999,78,446,147,Sep 15,COL,,NYM,"L,5-10",8-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0.411,0.585,0.997,9,1.46,0.06,0,0,0.31,PH LF
1999,79,447,148,Sep 17,COL,,LAD,"W,18-10",9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0.346,0.411,0.585,0.997,7,,,,,,CF
1999,80,448,149,Sep 18,COL,,LAD,"L,4-5",9-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.349,0.414,0.587,1.001,8,3.98,0.204,0,0,0.56,PH
1999,81,449,151 (1),Sep 20,COL,,ARI,"W,12-7",CG,5,4,3,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0.356,0.421,0.608,1.029,2,0.61,0.249,0,0,3.39,2B LF
1999,82,450,152,Sep 21,COL,,ARI,"L,6-7",CG,5,3,2,2,1,0,0,3,2,0,1,0,0,0,0,0,2,0,0.36,0.429,0.613,1.042,2,1.48,0.118,0,0,2.7,RF 2B
1999,83,451,153,Sep 22,COL,,ARI,"L,3-11",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.358,0.426,0.607,1.033,2,0.5,-0.047,0,0,-1.5,3B
1999,84,452,154,Sep 24,COL,@,FLA,"W,5-3",CG,4,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.356,0.423,0.605,1.028,2,1.15,0.066,0,0,0.43,RF
1999,85,453,155,Sep 25,COL,@,FLA,"L,2-8",7-7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.355,0.422,0.603,1.024,9,1.24,-0.03,0,0,-0.3,PH
1999,86,454,156,Sep 26,COL,@,FLA,"W,8-6",CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.347,0.414,0.59,1.004,2,1.04,-0.133,0,0,-1.13,CF 3B
1999,87,455,157,Sep 27,COL,@,ARI,"L,3-10",CG,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.348,0.414,0.586,1,2,0.64,0.07,0,0,0.43,RF
1999,88,456,158,Sep 28,COL,@,ARI,"L,3-9",GS-7,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.343,0.408,0.577,0.984,1,0.79,-0.085,0,0,-1.13,CF 2B
1999,89,457,159,Sep 29,COL,@,ARI,"W,4-1",CG,4,4,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.349,0.413,0.591,1.004,2,0.89,0.025,0,0,0.4,2B
1999,90,458,160,Oct 1,COL,,SFG,"L,4-9",CG,4,3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.349,0.41,0.592,1.003,2,0.71,-0.02,0,0,-0.75,2B
1999,91,459,161,Oct 2,COL,,SFG,"L,7-16",CG,5,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.347,0.41,0.587,0.997,2,0.95,-0.049,0,0,-0.31,2B
1999,92,460,162,Oct 3,COL,,SFG,"W,9-8",CG,5,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.347,0.413,0.584,0.997,2,1.6,0.115,0,0,0.35,2B
