Year,Rk,Gcar,Gtm,Date,Tm,Column1,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
1999,89,1027,89,Jul 17,NYY,,ATL,"W,11-4",CG,5,3,3,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0.335,0.423,0.515,0.938,5,0.37,0.068,0.38,0.0004,0.85,CF
1999,90,1028,90,Jul 18,NYY,,MON,"W,6-0",CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.334,0.421,0.512,0.933,4,0.38,-0.04,0.35,-0.0002,-0.05,CF
1999,91,1029,91,Jul 19,NYY,,MON,"L,4-6",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.42,0.509,0.928,4,1.7,-0.119,1.46,-0.0006,-0.74,CF
1999,92,1030,92,Jul 20,NYY,,MON,"W,7-4",CG,4,2,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0.337,0.425,0.511,0.937,4,1.21,0.259,1.21,0.0016,2.28,CF
1999,93,1031,93,Jul 21,NYY,,TBD,"W,4-3",CG,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.337,0.426,0.51,0.936,4,0.94,0.035,0.89,0.0002,0.42,CF
1999,94,1032,94,Jul 22,NYY,,TBD,"W,5-4",CG,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.336,0.424,0.515,0.94,4,0.86,0.108,0.77,0.0006,1.07,CF
1999,95,1033,95,Jul 23,NYY,,CLE,"W,9-8",CG(10),5,4,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.338,0.427,0.515,0.942,4,1.64,0.012,1.28,0.0001,-0.04,CF
1999,96,1034,96,Jul 24,NYY,,CLE,"W,21-1",CG,6,5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.336,0.425,0.511,0.936,4,0.31,-0.081,0.21,-0.0003,-0.13,CF
1999,97,1035,97,Jul 25,NYY,,CLE,"W,2-1",CG,4,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0.334,0.426,0.508,0.934,4,1.38,-0.01,0.81,0,0.19,CF
1999,98,1036,98,Jul 27,NYY,@,CHW,"W,5-3",CG,4,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.337,0.429,0.509,0.938,4,0.97,0.157,0.52,0.0005,1.48,CF
1999,99,1037,99,Jul 28,NYY,@,CHW,"L,3-11",CG,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0.43,0.512,0.942,4,0.63,0.006,0.28,0,0.91,CF
1999,100,1038,100,Jul 29,NYY,@,CHW,"L,1-5",CG,4,4,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.338,0.428,0.512,0.94,4,0.91,-0.014,0.45,0,-0.32,CF
1999,101,1039,101,Jul 30,NYY,@,BOS,"W,13-3",CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.336,0.425,0.508,0.933,4,0.29,0.013,0.22,0.0001,-0.65,CF
1999,102,1040,102,Jul 31,NYY,@,BOS,"L,5-6",CG,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.338,0.426,0.51,0.936,4,0.94,0.049,0.58,0.0002,0.82,DH
